epochs_part,h_1,h_2,h_3,h_4,h_5,h_6,h_7,h_8,h_9,h_10
33,-0.457062598656,-6.96221460516,-8.58636818498,-10.7732337062,-11.0073188376,-16.3706034315,-18.1832512441,-17.4058708458,-15.5587775147,-13.0063916555,
34,-0.293357461284,-6.9269366849,-8.65602155674,-10.8074314294,-11.0471993156,-16.2438518057,-17.8632886854,-17.1312358523,-15.3941351944,-12.8498713711,
35,-0.205781093387,-6.62804700353,-8.33788144465,-10.4510078791,-10.6527324567,-15.6540035275,-17.1723398093,-16.4985527559,-14.8846773112,-12.4201757673,
36,-0.0810571500234,-6.79488232883,-8.73785585603,-10.7787912282,-10.9031022661,-15.7702271646,-17.2558601777,-16.6210491906,-15.0038941773,-12.4022852473,
37,-0.0943660529566,-6.53716182204,-8.31995235634,-10.4948307453,-10.7065221892,-15.3775463224,-16.6087797547,-16.0185019866,-14.5960114774,-12.1224253616,
38,0.010934048748,-6.56435472772,-8.51195410427,-10.5417607068,-10.6613958021,-15.2498806555,-16.5334627861,-15.9675177868,-14.5025481171,-11.9788708177,
39,-0.0957631642791,-6.51798478319,-8.34549205201,-10.5201760657,-10.6903376837,-15.0941961177,-16.1696021853,-15.5905672815,-14.3110505385,-11.8455761259,
40,-0.0738595189443,-6.33818411253,-8.13634677627,-10.1791510945,-10.3369769005,-14.6851792529,-15.7322641996,-15.1584389864,-13.8674890519,-11.4396662378,
41,-0.0122659388541,-6.2697368734,-8.08111742324,-10.2285990576,-10.4053990004,-14.6315251445,-15.5390438893,-15.0302150403,-13.8526706665,-11.4522330994,
42,-0.0211730540137,-6.5253875688,-8.52700890785,-10.6650093228,-10.8890066149,-15.0007281897,-15.7334772924,-15.2194572987,-14.1117790036,-11.6861046455,
43,-0.0526756163032,-6.24806269819,-8.14544891813,-10.2890065153,-10.4598389034,-14.4572251128,-15.1255993406,-14.5820708312,-13.5116024509,-11.1058332575,
44,-0.0607386283578,-6.5550460951,-8.60406033206,-10.7925430634,-11.0885656534,-15.0312802211,-15.5630806788,-15.1410376418,-14.145058168,-11.7067795253,
45,0.016205200118,-6.34164513928,-8.46074635351,-10.3834768401,-10.5250780713,-14.479186786,-15.1593004002,-14.6667358813,-13.5157611197,-11.0044564132,
46,0.040265452322,-6.42431886709,-8.56398459179,-10.6363922733,-10.8468187154,-14.6461324342,-15.1138783866,-14.7011026007,-13.7250775526,-11.26034648,
47,0.0302389510184,-6.40862165417,-8.53428338486,-10.580627708,-10.7839374344,-14.5279491236,-14.9488915917,-14.5540709371,-13.599524352,-11.1418130466,
48,0.0845302411541,-6.36413779647,-8.48112039021,-10.5690157342,-10.7537952806,-14.4015716834,-14.7133856749,-14.3438403228,-13.4751524462,-11.026477395,
49,0.0438538232969,-6.17235740534,-8.13024059629,-10.2928204948,-10.3862234979,-13.9366407674,-14.2087197906,-13.7543351843,-12.9183436665,-10.4851765676,
50,0.121084805634,-6.39710126251,-8.57238609607,-10.600161825,-10.7224192392,-14.2779807071,-14.5826521283,-14.2054401838,-13.3235462237,-10.8153536358,
51,0.192757744799,-6.41701137132,-8.77040831869,-10.5653077437,-10.570058749,-14.1621647841,-14.6576396733,-14.289563776,-13.1933600388,-10.5707491331,
52,0.0480791443219,-6.43318162387,-8.44349925111,-10.8074589097,-10.983055498,-14.2744412735,-14.221500755,-13.9380625951,-13.3224311186,-10.9141481943,
53,0.282260455203,-6.48590843928,-8.91136077086,-10.749446037,-10.6979103917,-14.1530550043,-14.5827662134,-14.2340843403,-13.1591720838,-10.5432379105,
